A_1,A_2,A_3,A_4,A_5,A_6,A_7
2.2673,5.0938,4.2627,4.5376,4.1985,4.0705,A
2.2496,5.0137,4.2462,4.5146,4.2007,4.0839,A
2.2622,4.9648,4.1973,4.5184,4.1774,4.1482,A
2.2759,4.9554,4.1978,4.4973,4.1657,4.1458,A
2.259,4.9667,4.2134,4.5459,4.1393,4.1657,A
8.2167,4.0178,4.3993,3.8326,4.4453,3.1225,B
2.1503,3.9899,4.3947,3.8034,4.441,3.0788,B
2.1226,3.9687,4.3676,3.7665,4.4448,2.9732,B
2.1186,3.9252,4.3834,3.8178,4.4278,2.9032,B
2.0695,3.8825,4.4377,3.811,4.4283,2.8962,B
2.0276,3.9547,4.4527,3.9687,4.4491,2.9315,B
2.0409,3.9927,4.4208,4.0357,4.3998,2.9279,B
2.0055,3.9879,4.3852,4.1105,4.3445,2.9795,B
1.9227,3.9493,4.3815,4.1079,4.3345,3.0185,B
1.8881,3.9312,4.5248,4.1448,4.3574,3.0621,B
1.909,3.9297,4.6016,4.1427,4.3905,3.2303,B
1.9193,3.9898,4.6704,4.1797,4.4222,3.3736,B
1.9033,3.9854,4.8819,4.2059,4.4495,3.3584,B
1.8666,3.9734,4.8917,4.1969,4.4794,3.398,B
1.8701,3.9953,4.9589,4.1789,4.5199,3.4504,B
1.871,4.0023,5.0262,4.1774,4.5487,3.4,B
1.8274,4.0216,5.0469,4.1699,4.5505,3.4067,B
1.7975,4.0156,5.0782,4.1705,4.5727,3.4117,B
1.7935,4.0967,5.0988,4.207,4.5816,3.4118,B
1.8166,4.1158,5.1175,4.2001,4.5873,3.4209,B
1.807,4.1775,5.1231,4.1927,4.6542,3.4634,B
1.7889,4.1855,5.1374,4.2003,4.6497,3.4838,B
1.7859,4.1928,5.1869,4.2598,4.6394,3.4882,B
1.7734,4.1713,5.2017,4.3007,4.6352,3.4978,B
1.7196,4.2109,5.2064,4.3157,4.5763,3.5213,B
1.7271,4.1962,5.2149,4.3508,4.573,3.5503,B
1.7618,4.162,5.2456,4.3612,4.5018,3.5606,B
1.7796,4.1575,5.2311,4.3855,4.4549,3.5918,B
1.766,4.124,5.2225,4.4636,4.3964,3.6326,B
1.8325,4.1029,5.1782,4.4733,4.3437,3.6804,B
1.8017,4.1076,5.196,4.5209,4.3529,3.7903,B
1.7847,4.1002,5.2272,4.5211,4.3268,3.8647,B
1.7751,4.0679,5.3083,4.4957,4.3837,3.8646,B
1.7548,4.1414,5.335,4.5807,4.3924,3.9141,B
1.7661,4.3485,5.359,4.6283,4.3975,4.0001,B
1.7727,4.3433,5.3709,4.5862,4.404,4.1271,B
1.7673,4.3597,5.347,4.5791,4.3687,4.1821,B
1.7904,4.3459,5.3458,4.5016,4.374,4.1724,B
1.8171,4.3198,5.3596,4.4486,4.3943,4.1709,B
1.8232,4.3336,5.3716,4.4132,4.4125,4.1508,B
1.8316,4.3559,5.3955,4.4787,4.4166,4.1253,B
1.8545,4.3748,5.354,4.4993,4.424,4.1177,B
1.8397,4.3872,5.321,4.5192,4.3968,4.0874,B
1.8169,4.3451,5.2758,4.5451,4.3922,4.049,B
1.825,4.3413,5.1475,4.5513,4.4104,4.0604,B
1.8766,4.3385,5.1348,4.5913,4.4129,4.1048,B
1.8942,4.3215,5.0653,4.6189,4.356,4.1056,B
1.9637,4.3337,4.9875,4.6255,4.2962,4.1117,B
2.0942,4.3488,4.9655,4.6582,4.2941,4.1518,B
2.1701,4.3221,4.9433,4.6363,4.24,4.1596,B
2.169,4.2395,4.9214,4.616,4.212,4.1646,B
2.1566,4.2457,4.912,4.6121,4.1628,4.1695,B
2.1948,4.1975,4.9051,4.6226,4.0552,4.1342,B
2.2155,4.2159,4.8905,4.6461,4.1219,4.1468,B
2.2298,4.2292,4.8187,4.6074,4.066,4.2152,B
2.2341,4.241,4.7931,4.597,4.0968,4.2418,B
2.2397,4.2107,4.7779,4.5786,4.1469,4.2416,B
2.2283,4.2434,4.7564,4.5529,4.1534,4.2259,B
2.2174,4.2274,4.7393,4.5411,4.1604,4.2246,B
2.2207,4.2182,4.704,4.5248,4.1538,4.2235,B
2.1977,4.2174,4.7236,4.4691,4.1813,4.2116,B
2.1168,4.2262,4.7249,4.4456,4.2735,4.1852,B
2.1164,4.2142,4.721,4.3975,4.2977,4.1024,B
2.1474,4.2098,4.6552,4.3867,4.3035,4.0502,B
2.1769,4.194,4.5055,4.3918,4.2337,4.0413,B
2.1937,4.0998,4.5019,4.2835,4.1879,3.9996,B
2.1647,3.8223,4.5699,4.2237,4.1741,3.9259,B
2.1637,3.8045,4.537,4.2381,4.157,3.7999,B
2.217,3.7652,4.5888,4.275,4.148,3.7503,B
2.2208,3.7172,4.6061,4.2935,4.0989,3.809,B
2.1991,3.7584,4.6265,4.2906,4.0841,3.8198,B
2.2254,3.8599,4.6232,4.2869,4.062,3.8286,B
2.2372,3.8161,4.5692,4.1861,4.0741,3.857,B
2.3036,3.8305,4.5056,4.1306,4.0316,3.8555,B
2.3326,3.7996,4.5057,4.1121,4.016,3.817,B
2.3503,3.7928,4.534,4.0802,3.9977,3.7798,B
2.4151,3.7962,4.5846,4.1217,3.9341,3.7908,B
2.4294,3.7927,4.6798,4.1841,3.8865,3.7147,B
2.4157,3.8132,4.7005,4.1434,3.9676,3.7051,B
2.3818,3.8153,4.7233,4.1428,3.9476,3.6993,B
2.3069,3.793,4.7135,4.115,4.0942,3.6422,B
2.2511,3.8111,4.7249,4.1052,4.1272,3.6242,B
2.2628,3.8045,4.7313,4.0923,4.1097,3.6243,B
2.2668,3.7909,4.7259,4.0992,4.1213,3.6028,B
2.2602,3.7763,4.738,4.0983,4.1702,3.6174,B
2.2253,3.7497,4.7437,4.0863,4.1078,3.6264,B
2.2245,3.7417,4.7437,4.1038,4.0894,3.538,B
2.2262,3.7168,4.7485,4.1295,4.1168,3.4626,B
2.2494,3.6751,4.7585,4.1343,4.1339,3.4622,B
2.2774,3.6094,4.7471,4.1404,4.1252,3.4567,B
2.3321,3.6491,4.703,4.125,4.1863,3.4348,B
2.3213,3.6511,4.6858,4.1132,4.2107,3.4253,B
2.3266,3.6727,4.6544,4.0993,4.1566,3.4006,B
2.3485,3.7082,4.6244,4.0943,4.0456,3.401,B
2.3875,3.7196,4.5849,4.0711,4.0794,3.4683,B
2.3663,3.7433,4.5937,4.0454,4.1736,3.4907,B
2.3251,3.8024,4.6335,4.0824,4.1757,3.5133,B
2.3395,3.8004,4.605,4.1015,4.2019,3.5212,B
2.3783,3.802,4.487,4.1282,4.226,3.5336,B
2.3813,3.795,4.4883,4.1357,4.2772,3.521,B
2.3457,3.8474,4.4156,4.1294,4.3125,3.5037,B
2.3352,3.8857,4.389,4.1022,4.3331,3.477,B
2.3213,3.8432,4.3512,4.1102,4.3234,3.4962,B
2.2959,3.797,4.3047,4.0887,4.3304,3.5139,B
2.3224,3.7951,4.2967,4.0942,4.3233,3.5133,B
2.2568,3.7771,4.3491,4.1213,4.3534,3.5404,B
2.2214,3.8576,4.3562,4.1665,4.3812,3.552,B
2.2067,3.883,4.331,4.2745,4.4269,3.5446,B
2.1166,3.8918,4.2416,4.3084,4.4721,3.5248,B
2.0601,3.9573,4.092,4.2146,4.4736,3.5558,B
2.0643,3.9999,4.0679,4.201,4.4321,3.5296,B
2.033,4.0369,4.0211,4.2376,4.4292,3.5301,B
2.0111,4.0453,4.0186,4.3397,4.3317,3.5215,B
2.0032,4.0457,3.9946,4.3946,4.3011,3.6126,B
2.0464,4.0716,3.9982,4.4674,4.2877,3.6838,B
2.0467,4.0692,3.9693,4.5157,4.2845,3.7143,B
2.0222,4.0646,3.9184,4.5236,4.2263,3.7415,B
2.0231,4.0533,3.9163,4.5305,4.2278,3.7417,B
2.0351,4.0467,3.9225,4.5604,4.2347,3.731,B
2.1337,4.0841,3.8927,4.5725,4.1849,3.7653,B
2.1276,4.1439,3.879,4.5595,4.1528,3.7891,B
2.0827,4.1563,3.8912,4.5609,4.1513,3.7893,B
1.999,4.1766,3.8822,4.5729,4.0899,3.8082,B
2.0173,4.186,3.8838,4.5844,4.0891,3.8119,B
1.9988,4.2173,3.8859,4.5818,4.0776,3.8084,B
1.9992,4.2078,3.9078,4.5981,4.0885,3.8078,B
1.9453,4.1995,3.9576,4.6383,3.9977,3.7628,B
2.0356,4.2298,4.0007,4.6367,3.8811,3.7541,B
2.0803,4.2061,3.9162,4.6171,3.8721,3.7421,B
2.0189,4.2166,3.9027,4.6259,3.8784,3.7478,B
1.9651,4.2172,3.9054,4.6041,3.9486,3.7216,B
1.9675,4.2351,4.0047,4.622,3.8925,3.7011,B
1.943,4.2099,4.0545,4.6142,3.8851,3.6787,B
1.9484,4.1874,4.0461,4.5862,3.8634,3.6376,B
1.9743,4.1899,4.0369,4.5817,3.8616,3.6128,B
2.045,4.1542,4.0643,4.6051,3.8889,3.5907,B
2.0556,4.154,4.1959,4.6158,3.9404,3.5774,B
2.0572,4.1401,4.1553,4.6346,4.027,3.5523,B
2.0723,4.1074,4.1267,4.6611,4.0333,3.5365,B
2.109,4.0862,4.1269,4.5628,3.946,3.5453,B
2.1234,4.0689,4.1385,4.4829,3.8826,3.5261,B
2.1353,4.0365,4.181,4.471,3.9015,3.4586,B
2.1436,4.0202,4.2016,4.4889,3.9001,3.4539,B
2.1893,3.9677,4.2046,4.4534,3.9131,3.507,B
2.1969,4.0145,4.2103,4.3624,3.9057,3.5075,B
2.2025,4.0486,4.2399,4.3302,3.9157,3.4749,B
2.2081,4.0389,4.2448,4.249,3.9702,3.5626,B
2.2003,4.0701,4.2681,4.18,3.9668,3.566,B
2.2241,4.0801,4.2709,4.1907,3.999,3.5629,B
2.2421,4.1062,4.2497,4.1612,3.9974,3.5208,B
2.2172,4.0967,4.2388,4.0962,4.038,3.4994,B
2.1353,4.0459,4.3176,4.0193,4.1197,3.5043,B
2.148,3.9781,4.3849,4.0212,4.179,3.4552,B
2.1715,3.9593,4.3972,4.0235,4.2096,3.5282,B
2.1919,3.9117,4.3925,4.0531,4.3012,3.559,B
2.1753,3.9111,4.4227,4.0405,4.3122,3.5318,B
2.2623,3.8751,4.4407,4.0381,4.4227,3.5733,B
2.2773,3.8715,4.4795,4.0168,4.5037,3.5618,B
2.2981,3.869,4.521,3.9446,4.6256,3.5967,B
2.2421,3.8319,4.5071,3.9639,4.6357,3.6292,B
2.2444,3.8736,4.6112,3.9846,4.6625,3.6335,B
2.2493,3.8821,4.7179,3.9416,4.6655,3.6406,B
2.2562,3.9086,4.7287,3.92,4.6434,3.6626,B
2.2452,3.9343,4.7052,3.9079,4.6324,3.6545,B
2.2734,4.0514,4.7257,3.9161,4.6059,3.6755,B
2.2826,4.0945,4.7471,3.9666,4.605,3.6729,B
2.2696,4.1874,4.7444,4.0672,4.6101,3.7151,B
2.2358,4.2166,4.7741,4.1683,4.5945,3.7401,B
2.2312,4.2378,4.7491,4.2873,4.5768,3.7333,B
2.2275,4.2172,4.8075,4.2532,4.5322,3.7303,B
2.2234,4.2306,4.857,4.1803,4.5975,3.7794,B
2.1883,4.2381,4.8667,4.1996,4.6425,3.8289,B
2.1893,4.2411,4.9087,4.2168,4.7235,3.8287,B
2.2015,4.2695,4.9712,4.2248,4.8,3.8525,B
2.187,4.2932,5.0131,4.2438,4.8788,3.8786,B
2.1706,4.4035,5.0469,4.2547,4.9511,3.8533,B
2.1887,4.3763,5.045,4.2461,5.006,3.8705,B
2.1794,4.3362,5.0602,4.2345,5.0097,3.8302,B
2.1244,4.3251,5.1038,4.2432,5.03,3.7304,B
2.1305,4.3132,5.1644,4.235,5.0548,3.7252,B
2.082,4.3326,5.2255,4.2035,5.0517,3.7143,B
2.0872,4.3129,5.2601,4.1923,5.0682,3.7777,B
2.1528,4.3729,5.2924,4.1873,5.0623,3.7766,B
2.1561,4.3985,5.3136,4.2333,5.0995,3.7814,B
2.1219,4.4236,5.3256,4.283,5.0768,3.8522,B
2.1152,4.5182,5.3607,4.2895,5.1159,3.8702,B
2.116,4.577,5.3816,4.2955,5.108,3.8893,B
2.1286,4.6072,5.4445,4.3144,5.1005,3.8966,B
2.0476,4.6395,5.5003,4.3419,5.0666,3.8984,B
2.002,4.6639,5.5047,4.3611,5.065,3.9559,B
1.9907,4.6757,5.5199,4.3922,5.0286,3.9655,B
2.0352,4.67,5.5183,4.3843,5.0295,3.943,B
2.0002,4.6422,5.5068,4.3709,5.0207,3.9432,B
1.9819,4.6407,5.4726,4.3825,5.0128,3.9508,B
2.0011,4.6284,5.5039,4.3895,4.9952,3.9595,B
2.0372,4.6133,5.5087,4.3833,5.0022,3.9943,B
1.9979,4.5452,5.4995,4.3778,5.0007,4.0153,B
1.9746,4.509,5.5307,4.3423,5.0121,4.0361,B
1.967,4.4588,5.6311,4.2824,5.0411,4.0316,B
1.9506,4.4283,5.641,4.1693,5.0395,4.0159,B
1.9207,4.4731,5.6536,4.0692,5.1088,4.0102,B
1.9022,4.4994,5.6459,4.1007,5.174,4.0093,B
1.9342,4.4996,5.6258,4.1168,5.1299,3.9694,B
1.9869,4.5026,5.6285,4.1472,5.1235,3.9252,B
1.9967,4.5053,5.6041,4.18,5.0754,3.9334,B
2.0645,4.4681,5.5595,4.18,5.0418,3.9348,B
2.0677,4.4327,5.5283,4.1556,4.9814,3.915,B
2.0424,4.3735,5.517,4.1769,4.9085,3.9041,B
2.0023,4.416,5.5204,4.1645,4.8473,3.9108,B
2.024,4.4158,5.5062,4.1575,4.8474,3.9278,B
2.0719,4.4496,5.4865,4.1618,4.8049,3.9047,B
2.1002,4.4224,5.453,4.1791,4.7692,3.8832,B
2.1043,4.3866,5.4072,4.2197,4.816,3.8572,B
2.0785,4.3983,5.3783,4.2321,4.8728,3.8124,B
2.0098,4.3339,5.3536,4.2278,4.8816,3.8238,B
2.0012,4.3364,5.3194,4.2828,4.8031,3.8408,B
2.0108,4.3187,5.2926,4.2766,4.8262,3.8045,B
1.9963,4.2799,5.2552,4.3517,4.763,3.7321,B
1.9865,4.2359,5.2358,4.3201,4.7342,3.7149,B
1.9777,4.2145,5.1447,4.2943,4.7414,3.7073,B
1.9696,4.1488,5.0547,4.2687,4.7191,3.6807,B
1.9661,4.0988,5.021,4.2416,4.6501,3.622,B
1.9411,4.0776,4.9831,4.2278,4.601,3.6041,B
1.9158,4.0792,5.0331,4.2557,4.6299,3.6012,B
1.9117,4.139,5.1184,4.2405,4.6155,3.6083,B
1.9109,4.1463,5.1398,4.2798,4.6203,3.6169,B
1.8671,4.1729,5.1004,4.3821,4.6461,3.7346,B
1.8617,4.1839,5.0616,4.3763,4.6439,3.8185,B
1.9169,4.187,5.0497,4.3603,4.6396,3.8037,B
1.9085,4.2109,4.9918,4.4016,4.6278,3.8121,B
1.926,4.3316,4.8185,4.4152,4.5958,4.0385,B
1.931,4.349,4.7532,4.3977,4.6009,4.2049,B
1.948,4.2986,4.668,4.3566,4.4947,4.2498,B
1.9764,4.3012,4.5944,4.3327,4.3369,4.3613,B
1.9493,4.2607,4.5847,4.2978,4.3193,4.4206,B
1.9168,4.2612,4.5728,4.2793,4.3059,4.462,B
1.9217,4.2624,4.5667,4.2395,4.3611,4.5039,B
1.843,4.2834,4.5652,4.2638,4.3565,4.5321,B
1.8938,4.2861,4.5709,4.2509,4.3573,4.5496,B
1.9061,4.2397,4.5489,4.2177,4.4262,4.5655,B
1.9367,4.1628,4.536,4.2312,4.4366,4.568,B
1.9604,4.2181,4.5032,4.229,4.4244,4.5543,B
1.9006,4.2006,4.4538,4.2374,4.4387,4.5695,B
1.8741,4.2267,4.4063,4.2701,4.5047,4.5738,B
1.923,4.2506,4.4245,4.2663,4.4502,4.5751,B
1.9771,4.3007,4.4319,4.296,4.3241,4.5809,B
1.9882,4.3296,4.4545,4.345,4.2942,4.5755,B
1.9888,4.3125,4.4385,4.2646,4.2997,4.5632,B
1.9708,4.307,4.4598,4.2273,4.2329,4.562,B
2.0147,4.2385,4.4471,4.1369,4.2175,4.5752,B
2.0601,4.2009,4.452,4.1788,4.1886,4.5567,B
2.0531,4.1724,4.4671,4.2064,4.1843,4.5626,B
2.0656,4.2405,4.4736,4.2024,4.2052,4.624,B
2.0872,4.2452,4.4938,4.2141,4.2156,4.658,B
2.1579,4.2533,4.4608,4.2159,4.1972,4.6525,B
2.2586,4.2491,4.3366,4.2464,4.141,4.6477,B
2.2627,4.1972,3.9972,4.2499,4.1639,4.6708,B
2.2882,4.2118,3.9,4.2083,4.1457,4.7198,B
2.3487,4.1907,3.8478,4.0926,4.1707,4.6858,B
2.3398,4.1825,3.9876,4.0659,4.1935,4.639,B
2.323,4.2226,4.0133,4.0456,4.2417,4.651,B
2.3549,4.229,4.0495,3.9836,4.2438,4.6606,B
2.3611,4.0745,4.0506,3.9405,4.2351,4.5322,B
2.3477,4.0419,4.0861,3.9441,4.2325,4.4239,B
2.3187,4.0185,4.1039,3.9714,4.2128,4.3889,B
2.3041,4.028,4.1304,3.9463,4.2318,4.2912,B
2.3123,4.0952,4.2453,3.9759,4.2302,4.2239,B
2.325,4.1023,4.2452,3.9827,4.2012,4.158,B
2.3173,4.1102,4.2729,3.9713,4.1091,4.0932,B
2.3156,4.1199,4.3281,3.9614,4.0489,4.0667,B
2.2821,4.1176,4.328,3.9801,4.0184,4.0562,B
2.268,4.1738,4.3521,3.9854,3.9265,4.0296,B
2.2682,4.1723,4.3945,3.9919,3.9269,4.0163,B
2.2441,4.1289,4.4065,4.0218,4.001,4.022,B
2.2435,4.1013,4.4343,4.0325,3.9969,4.0011,B
2.2396,4.0931,4.4321,3.996,4.0175,4.0567,B
2.2042,4.0953,4.4275,3.9624,3.9866,4.0773,B
2.1633,4.0922,4.4288,3.9018,4.1281,4.0501,B
2.1649,4.0807,4.4932,3.8164,4.1403,4.0638,B
2.1868,4.0721,4.5283,3.7933,4.1406,4.119,B
2.2486,4.0946,4.5056,3.8447,4.1547,4.1043,B
2.2392,4.09,4.6165,4.0037,4.2911,4.1294,B
2.221,4.1429,4.6774,3.9681,4.3474,4.1989,B
2.2458,4.2053,4.6771,4.0323,4.3936,4.1918,B
2.2353,4.1582,4.688,4.04,4.4124,4.0913,B
2.233,4.1516,4.6806,4.0375,4.4333,4.0583,B
2.1824,4.149,4.7059,3.9972,4.5669,4.0965,B
2.0457,4.1958,4.717,3.9231,4.6574,4.0998,B
2.0517,4.2124,4.7537,3.9651,4.6437,4.0949,B
2.0786,4.2059,4.7591,4.0226,4.6618,3.9755,B
2.113,4.2058,4.8039,4.0161,4.6208,3.9632,B
2.1194,4.2424,4.8066,4.0789,4.6497,4.009,B
2.1686,4.2683,4.8105,4.1089,4.6388,3.9777,B
2.1455,4.2437,4.8045,4.1747,4.6654,3.9648,B
2.1764,4.2794,4.8373,4.1989,4.7912,3.9661,B
2.1856,4.2961,4.8963,4.2514,4.8672,4.0085,B
2.1882,4.2861,4.9114,4.2769,4.8813,4.0179,B
2.1822,4.2417,4.906,4.2859,4.8738,4.0049,B
2.1652,4.2614,4.8702,4.3032,4.8722,4.0045,B
2.1362,4.2694,4.8767,4.3022,4.8908,4.0182,B
2.1367,4.34,4.8705,4.3584,4.9007,4.0156,B
2.1399,4.3299,4.8366,4.4654,4.8957,3.9973,B
2.1462,4.3826,4.8248,4.4622,4.9228,3.9836,B
2.1839,4.4574,4.8078,4.4908,4.9423,3.9855,B
2.2378,4.488,4.7811,4.4835,4.9613,4.0231,B
2.2312,4.4696,4.7743,4.4894,4.9527,4.0404,B
2.2606,4.479,4.7586,4.4654,4.9952,4.0384,B
2.2905,4.5493,4.7691,4.4551,4.9563,4.0022,B
2.3003,4.6245,4.8491,4.4479,4.9835,3.9803,B
2.3164,4.6025,4.8701,4.4458,4.9449,3.9947,B
2.318,4.6483,4.8532,4.4666,4.9577,4.0282,B
2.3099,4.6681,4.833,4.4705,4.9701,3.9606,B
2.2922,4.6734,4.8306,4.4522,5.0084,3.9601,B
2.275,4.6839,4.7918,4.3483,4.9595,3.9028,B
2.2479,4.669,4.7903,4.3374,4.9669,3.8057,B
2.2291,4.6358,4.8303,4.3242,4.9844,3.8055,B
2.2393,4.6316,4.9599,4.3491,4.9691,3.8073,B
2.2285,4.6529,4.9635,4.3822,4.9666,3.7795,B
2.2281,4.6528,5.0046,4.3958,4.8952,3.8074,B
2.2314,4.6447,5.0962,4.4544,4.8271,3.8217,B
2.23,4.6617,5.0881,4.4425,4.8387,3.7677,B
2.2064,4.6417,5.0794,4.3939,4.8542,3.7775,B
2.1541,4.6338,5.0571,4.4542,4.8775,3.7885,B
2.1313,4.6072,5.0641,4.4609,4.8825,3.8362,B
2.0685,4.5561,5.0619,4.4428,4.8941,3.9046,B
2.0623,4.6026,5.0749,4.4026,4.8636,3.9015,B
2.0658,4.628,5.1054,4.3924,4.7324,3.9018,B
2.0626,4.6229,5.0739,4.4085,4.6481,3.9072,B
2.1129,4.6292,5.0852,4.4315,4.6465,3.9354,B
2.19,4.7261,5.1222,4.4242,4.6553,3.9607,B
2.1905,4.7516,5.1579,4.4508,4.6743,3.9665,B
2.1866,4.7481,5.1959,4.4863,4.687,3.962,B
2.1853,4.7727,5.207,4.4914,4.6886,3.9695,B
2.2143,4.7871,5.2454,4.3706,4.7045,3.9724,B
2.2195,4.7841,5.3072,4.4218,4.7516,4.0046,B
2.1946,4.7192,5.4237,4.4005,4.7418,4.0144,B
2.1413,4.7016,5.5163,4.4352,4.7723,3.9816,B
2.134,4.7104,5.5965,4.4116,4.7762,3.9758,B
2.1496,4.7582,5.6507,4.4162,4.7914,3.9928,B
2.1306,4.7186,5.695,4.4128,4.8334,4.0235,B
2.1259,4.6399,5.7039,4.4129,4.803,4.0548,B
2.116,4.6242,5.7606,4.4144,4.7909,4.0995,B
2.1162,4.569,5.7689,4.4579,4.7691,4.0729,B
2.0932,4.577,5.774,4.482,4.7672,4.0548,B
2.0481,4.6115,5.7902,4.5015,4.7401,4.0453,B
2.0523,4.6142,5.7764,4.5033,4.7836,4.0587,B
2.0479,4.6198,5.7678,4.4902,4.7561,4.0753,B
2.1236,4.6167,5.7756,4.4662,4.717,4.0748,B
2.1128,4.6389,5.7372,4.4684,4.7186,4.0628,B
2.1063,4.6158,5.7494,4.4369,4.715,4.0401,B
2.1142,4.6897,5.7482,4.479,4.7164,3.979,B
2.1095,4.826,5.6994,4.4206,4.7242,3.968,B
2.0999,4.839,5.7123,4.5979,4.7252,3.9918,B
2.1996,4.845,5.7038,4.655,4.7209,3.989,B
2.2066,4.8433,5.699,4.6159,4.7254,3.9455,B
2.2211,4.8466,5.6877,4.5776,4.6783,3.8461,B
2.2976,4.8719,5.6983,4.5766,4.6924,3.7629,B
2.298,4.8452,5.6834,4.5814,4.7814,3.7677,B
2.2529,4.8344,5.6375,4.6092,4.8065,3.7816,B
2.2511,4.847,5.6222,4.5697,4.7981,3.7782,B
2.2608,4.8428,5.6124,4.5144,4.7938,3.7421,B
2.2219,4.7607,5.5952,4.5196,4.7794,3.733,B
2.2455,4.6905,5.5622,4.4772,4.7863,3.742,B
2.2606,4.6776,5.5387,4.4377,4.7605,3.7585,B
2.269,4.5915,5.5458,4.4013,4.7794,3.7866,B
2.2315,4.5616,5.5223,4.413,4.8324,3.7617,B
2.2173,4.5532,5.4882,4.3688,4.8386,3.7134,B
2.2021,4.5208,5.4001,4.3766,4.8509,3.7117,B
2.1784,4.6006,5.3013,4.3498,4.7971,3.6861,B
2.1901,4.6194,5.2355,4.3445,4.8121,3.6546,B
2.1481,4.5515,5.1681,4.3499,4.7849,3.6119,B
2.1486,4.5142,5.1041,4.3874,4.7762,3.521,B
2.1405,4.5038,5.0542,4.4128,4.7769,3.485,B
2.1457,4.5004,4.9683,4.4532,4.7838,3.3874,B
2.1706,4.4902,4.9411,4.4015,4.827,3.3531,B
2.2228,4.4474,4.9279,4.3853,4.8318,3.3444,B
2.224,4.3803,4.8744,4.3588,4.8024,3.3468,B
2.2184,4.3622,4.8698,4.3676,4.7406,3.3499,B
2.2245,4.3439,4.8536,4.3956,4.7242,3.3507,B
2.1735,4.3487,4.8294,4.3982,4.7041,3.3575,B
2.1685,4.3031,4.7883,4.3975,4.6868,3.5815,B
2.1656,4.2948,4.7517,4.4038,4.6752,3.738,B
2.1516,4.216,4.6876,4.3652,4.6558,3.7515,B
2.1512,3.9973,4.6955,4.4218,4.6704,3.7657,B
2.1625,4.0844,4.6399,4.2,4.6531,3.7708,B
2.0516,4.1181,4.7066,4.2653,4.6419,3.7651,B
2.0215,4.1502,4.736,4.3616,4.6197,3.7786,B
2.0066,4.1423,4.7246,4.4697,4.6239,3.8101,B
1.9483,4.1011,4.7037,4.6462,4.5913,3.8246,B
1.9725,4.0788,4.6864,4.6915,4.4853,3.85,B
1.9928,4.0604,4.7044,4.7391,4.4544,3.8742,B
2.0719,4.0287,4.7537,4.7574,4.469,3.8331,B
2.1053,4.092,4.8098,4.7804,4.4629,3.8948,B
2.0919,4.1063,4.7991,4.8174,4.5037,3.8796,B
2.0819,4.1172,4.7998,4.8587,4.5273,3.8552,B
2.0777,4.128,4.7842,4.9001,4.5249,3.8356,B
2.0488,4.1399,4.74,4.9112,4.4956,3.814,B
2.0367,4.1426,4.736,4.9072,4.4716,3.8178,B
2.0282,4.0985,4.7074,4.9047,4.4025,3.8235,B
2.0388,4.1246,4.6645,4.8975,4.3738,3.8667,B
2.0532,3.9816,4.6527,4.9212,4.4366,3.9141,B
2.0864,3.9274,4.5807,4.9267,4.4048,3.9289,B
2.0843,3.9301,4.57,4.9322,4.3407,3.965,B
2.0689,3.9522,4.5395,4.9118,4.3441,3.9868,B
2.0659,3.9769,4.4723,4.9083,4.3523,3.9828,B
2.0574,3.9795,4.3969,4.9345,4.4331,3.9971,B
2.0169,3.9845,4.344,4.9965,4.5122,4.0416,B
1.9635,3.991,4.365,5.0008,4.4749,4.0789,B
1.992,3.9934,4.3679,4.995,4.493,4.0748,B
2.0539,4.0015,4.3496,4.9965,4.4986,4.0655,B
2.0838,4.0468,4.3576,4.9951,4.4947,4.0455,B
2.1328,4.0454,4.3638,4.9812,4.4898,4.0636,B
2.1524,4.044,4.4358,4.9708,4.526,3.964,B
2.1537,4.0593,4.54,4.974,4.5263,3.8435,B
2.1455,4.0724,4.5565,4.974,4.5268,3.8158,B
2.1448,4.0357,4.5899,4.9556,4.4875,3.8001,B
2.1205,3.8731,4.6377,4.9479,4.4991,3.7699,B
2.1028,3.8042,4.6002,4.8721,4.5432,3.789,B
2.0705,3.7879,4.5939,4.82,4.5422,3.7893,B
2.1247,3.8724,4.5801,4.8329,4.5534,3.7556,B
2.1604,3.9322,4.5861,4.7342,4.551,3.7557,B
2.133,3.9306,4.6589,4.7086,4.5831,3.7016,B
2.1089,3.9558,4.6708,4.7072,4.5962,3.7101,B
2.052,4.0818,4.6228,4.7139,4.5922,3.7633,B
2.0564,4.0341,4.5313,4.7471,4.6212,3.6925,B
2.0748,4.0333,4.5216,4.7413,4.5826,3.7392,B
2.0716,4.1023,4.5332,4.7701,4.538,3.769,B
2.0744,4.178,4.5197,4.7334,4.5383,3.8273,B
2.0773,4.1704,4.5191,4.7346,4.5851,3.8799,B
2.1054,4.1974,4.51,4.7384,4.5387,3.9412,B
2.124,4.3385,4.5158,4.7617,4.5149,3.9281,B
2.144,4.3709,4.5175,4.7582,4.5506,3.9292,B
2.1456,4.3944,4.5167,4.7339,4.5032,3.8941,B
2.1302,4.3978,4.5241,4.733,4.4864,3.8979,B
2.1272,4.4148,4.5022,4.7395,4.5026,3.8575,B
2.1473,4.4122,4.5409,4.7684,4.5588,3.8964,B
2.1652,4.4227,4.5663,4.7581,4.6695,3.9024,B
2.1732,4.4234,4.5845,4.7296,4.6377,3.8945,B
2.169,4.4425,4.6051,4.6467,4.5476,3.9262,B
